,school,sex,age,address,famsize,Pstatus,Medu,Fedu,Mjob,Fjob,reason,guardian,traveltime,studytime,failures,schoolsup,famsup,paid,activities,nursery,higher,internet,romantic,famrel,freetime,goout,Dalc,Walc,health,absences,G1,G2,G3,school_num,sex_num,address_num,famsize_num,Pstatus_num,Mjob_num,Fjob_num,reason_num,guardian_num,schoolsup_num,famsup_num,paid_num,activities_num,nursery_num,higher_num,internet_num,romantic_num,class_num
361,GP,F,17,U,GT3,A,4,3,services,services,course,mother,1,2,0,no,yes,no,no,yes,yes,yes,yes,5,2,2,1,2,5,14,15,14,17,0,0,0,1,1,2,2,2,0,1,0,1,1,0,0,0,0,2
362,GP,F,17,U,LE3,A,3,3,services,other,home,mother,1,2,0,yes,yes,no,no,yes,yes,yes,no,5,3,3,1,1,5,0,12,12,13,0,0,0,0,1,2,4,0,0,0,0,1,1,0,0,0,1,1
363,GP,F,17,U,LE3,T,2,1,other,other,home,father,1,2,0,no,no,no,yes,yes,yes,yes,no,4,2,3,2,2,2,2,11,12,14,0,0,0,0,0,4,4,0,1,1,1,1,0,0,0,0,1,1
364,GP,M,18,U,LE3,T,4,4,other,other,reputation,father,1,1,0,no,yes,no,no,yes,yes,yes,no,4,2,5,3,4,5,2,8,9,11,0,1,0,0,0,4,4,1,1,1,0,1,1,0,0,0,1,1
365,GP,F,19,U,GT3,T,1,1,other,other,course,other,3,3,0,no,no,no,yes,yes,no,no,yes,1,5,5,4,3,5,12,10,10,11,0,0,0,1,0,4,4,2,2,1,1,1,0,0,1,1,0,1
366,GP,F,19,U,LE3,A,1,1,other,other,course,other,3,2,2,no,yes,no,no,no,yes,yes,yes,5,3,4,1,1,4,2,8,8,9,0,0,0,0,1,4,4,2,2,1,0,1,1,1,0,0,0,1
367,GP,F,18,U,GT3,T,2,2,other,other,course,mother,1,1,0,no,yes,no,yes,yes,yes,yes,yes,4,3,5,2,4,5,2,10,10,10,0,0,0,1,0,4,4,2,0,1,0,1,0,0,0,0,0,1
368,GP,F,17,U,GT3,T,2,2,other,other,course,mother,1,2,0,no,yes,no,no,yes,yes,no,yes,4,2,2,1,1,3,4,14,13,13,0,0,0,1,0,4,4,2,0,1,0,1,1,0,0,1,0,2
369,GP,F,17,R,LE3,T,2,2,services,services,course,mother,1,3,0,no,yes,no,yes,yes,yes,yes,no,3,3,2,2,2,3,0,11,11,10,0,0,1,0,0,2,2,2,0,1,0,1,0,0,0,0,1,2
370,GP,F,17,U,GT3,T,3,1,services,services,course,father,1,3,0,no,yes,no,no,no,yes,yes,no,3,4,3,2,3,5,0,17,18,17,0,0,0,1,0,2,2,2,1,1,0,1,1,1,0,0,1,2
371,GP,F,17,U,LE3,T,0,2,at_home,at_home,home,father,2,3,0,no,no,no,no,yes,yes,yes,no,3,3,3,2,3,2,0,14,14,15,0,0,0,0,0,3,3,0,1,1,1,1,1,0,0,0,1,2
372,GP,M,18,U,GT3,T,4,4,other,other,course,mother,1,3,0,no,no,no,yes,yes,yes,yes,no,4,3,3,2,2,3,0,13,14,13,0,1,0,1,0,4,4,2,0,1,1,1,0,0,0,0,1,2
373,GP,M,17,U,GT3,T,3,3,other,services,reputation,mother,1,1,0,no,no,no,yes,no,yes,yes,no,4,3,5,3,5,5,0,17,18,17,0,1,0,1,0,4,2,1,0,1,1,1,0,1,0,0,1,2
374,GP,M,17,R,GT3,T,2,2,services,other,course,mother,4,1,0,no,yes,no,no,yes,yes,yes,no,4,4,5,5,5,4,2,11,10,10,0,1,1,1,0,2,4,2,0,1,0,1,1,0,0,0,1,2
375,GP,F,17,U,GT3,T,4,4,teacher,teacher,course,mother,2,3,0,no,yes,no,no,no,yes,yes,yes,4,3,3,1,2,4,4,15,14,15,0,0,0,1,0,0,0,2,0,1,0,1,1,1,0,0,0,2
376,GP,F,17,U,GT3,T,3,3,at_home,other,course,mother,1,1,0,no,yes,yes,yes,yes,yes,yes,no,4,2,5,2,5,5,2,11,12,11,0,0,0,1,0,3,4,2,0,1,0,0,0,0,0,0,1,1
377,GP,M,18,U,LE3,T,2,2,other,other,course,mother,1,4,0,no,yes,yes,yes,yes,yes,yes,no,4,5,5,2,4,5,0,11,11,12,0,1,0,0,0,4,4,2,0,1,0,0,0,0,0,0,1,2
378,GP,M,19,R,GT3,T,3,2,at_home,services,home,other,1,1,0,no,yes,no,no,no,yes,no,yes,5,3,4,2,2,5,0,11,10,10,0,1,1,1,0,3,2,0,2,1,0,1,1,1,0,1,0,1
379,GP,F,18,U,GT3,T,2,2,at_home,other,course,mother,4,2,0,no,no,no,yes,yes,yes,no,yes,4,2,5,1,1,2,2,10,9,10,0,0,0,1,0,3,4,2,0,1,1,1,0,0,0,1,0,1
380,GP,F,17,R,GT3,T,2,4,at_home,other,course,father,1,3,0,no,yes,no,no,yes,yes,yes,yes,4,4,3,1,1,5,0,15,15,15,0,0,1,1,0,3,4,2,1,1,0,1,1,0,0,0,0,2
381,GP,M,18,U,GT3,T,2,2,other,other,reputation,mother,1,1,0,no,no,no,no,no,yes,yes,no,5,4,2,1,2,5,6,15,14,15,0,1,0,1,0,4,4,1,0,1,1,1,1,1,0,0,1,1
382,GP,F,18,U,GT3,T,3,3,services,services,home,mother,1,2,0,no,no,no,yes,yes,yes,yes,no,5,3,4,1,1,4,8,10,11,12,0,0,0,1,0,2,2,0,0,1,1,1,0,0,0,0,1,2
383,GP,F,18,U,LE3,T,2,2,other,other,home,other,1,2,0,no,no,no,yes,no,yes,yes,yes,4,3,3,1,1,2,0,10,9,12,0,0,0,0,0,4,4,0,2,1,1,1,0,1,0,0,0,2
384,GP,F,18,R,GT3,T,2,2,at_home,other,course,mother,2,4,0,no,no,no,yes,yes,yes,no,no,4,4,4,1,1,4,6,14,13,14,0,0,1,1,0,3,4,2,0,1,1,1,0,0,0,1,1,2
385,GP,F,17,U,GT3,T,3,4,services,other,course,mother,1,3,0,no,no,no,no,yes,yes,yes,no,4,4,5,1,3,5,8,11,13,14,0,0,0,1,0,2,4,2,0,1,1,1,1,0,0,0,1,2
386,GP,F,17,U,GT3,T,3,2,other,other,home,mother,1,2,0,no,yes,no,no,yes,yes,yes,yes,4,3,2,2,3,2,0,12,13,15,0,0,0,1,0,4,4,0,0,1,0,1,1,0,0,0,0,2
387,GP,F,18,U,LE3,T,3,3,services,services,home,mother,1,4,0,no,yes,no,no,yes,yes,yes,no,5,3,3,1,1,1,4,14,14,15,0,0,0,0,0,2,2,0,0,1,0,1,1,0,0,0,1,2
388,GP,F,17,R,GT3,A,3,2,other,other,home,mother,1,2,0,no,yes,no,no,yes,yes,yes,no,4,3,3,2,3,2,0,14,14,16,0,0,1,1,1,4,4,0,0,1,0,1,1,0,0,0,1,2
389,GP,M,18,U,LE3,T,3,4,services,other,home,mother,1,2,0,no,no,no,yes,yes,yes,yes,yes,4,3,3,1,3,5,6,16,16,17,0,1,0,0,0,2,4,0,0,1,1,1,0,0,0,0,0,2
390,GP,F,17,U,GT3,A,2,2,at_home,at_home,home,father,1,2,0,no,yes,no,no,yes,yes,yes,yes,3,3,1,1,2,4,18,10,12,14,0,0,0,1,1,3,3,0,1,1,0,1,1,0,0,0,0,2
391,GP,F,18,U,GT3,T,2,3,at_home,other,course,mother,1,3,0,no,yes,no,no,yes,yes,yes,no,4,3,3,1,2,3,0,11,12,14,0,0,0,1,0,3,4,2,0,1,0,1,1,0,0,0,1,2
392,GP,F,18,U,GT3,T,3,2,other,services,other,mother,1,3,0,no,no,no,no,yes,yes,yes,yes,5,4,3,2,3,1,4,14,16,17,0,0,0,1,0,4,2,3,0,1,1,1,1,0,0,0,0,2
393,GP,M,18,R,GT3,T,4,3,teacher,services,course,mother,1,3,0,no,no,no,no,yes,yes,yes,yes,5,3,2,1,2,4,4,15,14,17,0,1,1,1,0,0,2,2,0,1,1,1,1,0,0,0,0,2
394,GP,M,18,U,GT3,T,4,3,teacher,other,course,mother,1,3,0,no,yes,no,no,yes,yes,yes,yes,5,4,5,2,3,5,0,14,13,14,0,1,0,1,0,0,4,2,0,1,0,1,1,0,0,0,0,2
395,GP,F,17,U,GT3,T,4,3,health,other,reputation,mother,1,3,0,no,yes,no,yes,yes,yes,yes,yes,4,4,3,1,3,4,0,11,12,13,0,0,0,1,0,1,4,1,0,1,0,1,0,0,0,0,0,2
396,GP,F,17,U,GT3,T,2,1,services,other,course,mother,2,2,0,no,yes,no,yes,yes,yes,yes,yes,4,3,4,2,2,1,10,12,15,15,0,0,0,1,0,2,4,2,0,1,0,1,0,0,0,0,0,1
397,GP,F,17,U,GT3,T,2,1,services,other,reputation,mother,1,2,0,no,yes,no,yes,yes,yes,yes,no,4,3,5,2,4,4,4,12,16,16,0,0,0,1,0,2,4,1,0,1,0,1,0,0,0,0,1,1
398,GP,F,19,U,LE3,A,2,3,at_home,other,home,other,2,1,1,no,no,no,no,yes,no,yes,no,2,2,3,3,4,5,16,10,11,11,0,0,0,0,1,3,4,0,2,1,1,1,1,0,1,0,1,1
399,GP,F,17,U,GT3,T,3,1,other,at_home,home,mother,1,1,1,no,yes,yes,no,yes,yes,yes,yes,4,1,2,1,1,3,6,10,13,13,0,0,0,1,0,4,3,0,0,1,0,0,1,0,0,0,0,1
400,GP,F,21,U,LE3,T,4,4,other,other,reputation,other,1,3,2,no,no,yes,yes,yes,yes,yes,no,3,3,2,1,1,5,0,9,12,12,0,0,0,0,0,4,4,1,2,1,1,0,0,0,0,0,1,1
401,GP,M,18,U,LE3,T,2,2,services,services,reputation,mother,1,2,0,no,yes,no,yes,no,no,yes,no,4,4,4,1,3,3,11,9,11,12,0,1,0,0,0,2,2,1,0,1,0,1,0,1,1,0,1,1
402,GP,M,18,U,LE3,A,3,4,other,other,reputation,other,1,2,0,no,no,no,yes,yes,yes,yes,yes,4,3,5,1,4,2,9,13,14,15,0,1,0,0,1,4,4,1,2,1,1,1,0,0,0,0,0,1
403,GP,F,17,U,GT3,T,2,2,services,services,reputation,mother,1,2,0,no,yes,no,yes,yes,yes,yes,no,4,3,4,1,3,4,0,13,17,17,0,0,0,1,0,2,2,1,0,1,0,1,0,0,0,0,1,1
404,GP,M,17,U,LE3,A,4,4,health,other,reputation,mother,1,3,0,no,yes,no,no,yes,yes,yes,no,4,4,2,1,2,4,2,12,15,15,0,1,0,0,1,1,4,1,0,1,0,1,1,0,0,0,1,1
405,GP,F,18,U,LE3,T,4,2,teacher,other,course,mother,1,2,0,no,yes,no,yes,yes,yes,yes,no,4,2,2,1,1,3,0,14,17,17,0,0,0,0,0,0,4,2,0,1,0,1,0,0,0,0,1,1
406,GP,M,21,R,LE3,T,1,1,at_home,other,course,other,2,2,2,no,yes,no,yes,yes,no,yes,yes,5,3,3,5,2,4,21,9,10,10,0,1,1,0,0,3,4,2,2,1,0,1,0,0,1,0,0,1
407,GP,F,20,R,GT3,T,1,1,other,other,reputation,other,2,3,0,no,no,no,no,yes,yes,yes,yes,3,2,2,1,3,3,8,11,15,15,0,0,1,1,0,4,4,1,2,1,1,1,1,0,0,0,0,1
408,GP,F,19,U,GT3,T,4,4,teacher,other,home,other,1,1,1,no,yes,no,no,yes,yes,yes,yes,3,2,5,4,4,5,5,9,10,11,0,0,0,1,0,0,4,0,2,1,0,1,1,0,0,0,0,1
409,GP,M,17,U,LE3,A,3,2,other,other,reputation,mother,1,2,0,no,yes,no,no,yes,yes,yes,no,4,4,4,1,2,5,10,16,18,18,0,1,0,0,1,4,4,1,0,1,0,1,1,0,0,0,1,1
410,GP,F,18,U,GT3,T,3,2,at_home,other,reputation,father,1,3,0,no,yes,no,no,yes,yes,yes,yes,4,3,4,1,2,2,5,14,17,17,0,0,0,1,0,3,4,1,1,1,0,1,1,0,0,0,0,1
411,GP,M,18,R,GT3,T,2,3,other,services,reputation,father,1,1,0,no,no,no,no,yes,yes,yes,no,3,1,3,4,5,4,13,13,14,14,0,1,1,1,0,4,2,1,1,1,1,1,1,0,0,0,1,1
412,GP,M,19,U,GT3,T,2,1,other,other,reputation,mother,1,1,0,no,no,no,no,yes,yes,yes,no,5,3,4,1,4,4,10,7,11,11,0,1,0,1,0,4,4,1,0,1,1,1,1,0,0,0,1,1
413,GP,F,18,U,LE3,A,2,2,services,other,reputation,mother,2,2,0,no,yes,no,no,yes,yes,yes,no,4,1,4,1,3,4,10,14,17,17,0,0,0,0,1,2,4,1,0,1,0,1,1,0,0,0,1,1
414,GP,F,20,U,GT3,T,1,0,other,other,reputation,mother,2,1,1,yes,no,no,no,yes,yes,yes,yes,5,3,1,1,1,5,5,8,10,10,0,0,0,1,0,4,4,1,0,0,1,1,1,0,0,0,0,1
415,GP,F,18,U,GT3,T,3,2,services,other,home,mother,1,2,0,no,yes,no,yes,no,yes,yes,yes,3,1,2,1,2,1,4,10,13,13,0,0,0,1,0,2,4,0,0,1,0,1,0,1,0,0,0,1
416,MS,F,16,U,GT3,T,1,3,at_home,other,other,father,2,1,0,no,yes,no,no,yes,no,yes,yes,4,3,3,1,3,5,11,10,11,11,1,0,0,1,0,3,4,3,1,1,0,1,1,0,1,0,0,1
417,MS,F,16,R,GT3,T,2,2,other,other,course,mother,2,2,0,no,yes,no,yes,yes,yes,yes,no,4,4,4,1,1,5,0,12,12,12,1,0,1,1,0,4,4,2,0,1,0,1,0,0,0,0,1,2
418,MS,F,15,R,GT3,T,1,1,at_home,services,other,mother,1,1,1,no,yes,no,no,yes,yes,no,yes,4,1,3,1,1,2,6,10,10,10,1,0,1,1,0,3,2,3,0,1,0,1,1,0,0,1,0,1
419,MS,F,15,R,GT3,T,3,3,at_home,other,course,mother,2,1,0,no,yes,no,no,yes,yes,yes,no,5,4,4,2,3,5,4,10,10,11,1,0,1,1,0,3,4,2,0,1,0,1,1,0,0,0,1,1
420,MS,F,16,R,GT3,T,2,3,at_home,services,course,mother,2,2,0,no,no,no,no,yes,yes,no,no,4,5,2,1,2,5,0,16,17,17,1,0,1,1,0,3,2,2,0,1,1,1,1,0,0,1,1,1
421,MS,F,15,R,LE3,T,2,1,at_home,other,home,mother,2,1,0,no,no,no,no,yes,no,no,no,1,3,4,1,1,1,0,6,8,9,1,0,1,0,0,3,4,0,0,1,1,1,1,0,1,1,1,1
422,MS,M,16,R,LE3,A,4,4,at_home,other,home,mother,1,2,0,no,yes,no,no,yes,yes,no,no,5,3,2,1,3,2,5,10,11,11,1,1,1,0,1,3,4,0,0,1,0,1,1,0,0,1,1,1
423,MS,M,16,U,GT3,A,1,2,other,other,other,mother,1,3,0,yes,no,no,no,yes,yes,yes,no,4,4,3,1,1,5,0,10,11,11,1,1,0,1,1,4,4,3,0,0,1,1,1,0,0,0,1,1
424,MS,F,17,R,GT3,T,3,2,at_home,other,course,father,1,2,1,no,no,no,no,yes,yes,no,yes,4,5,4,1,2,5,0,10,10,10,1,0,1,1,0,3,4,2,1,1,1,1,1,0,0,1,0,1
425,MS,F,17,R,GT3,T,1,1,other,other,other,father,1,1,1,no,yes,no,no,no,no,yes,no,5,4,4,2,2,5,0,6,6,7,1,0,1,1,0,4,4,3,1,1,0,1,1,1,1,0,1,1
426,MS,F,15,R,GT3,T,4,4,teacher,other,course,mother,2,1,0,no,no,no,no,yes,yes,yes,yes,1,5,1,3,5,5,0,13,14,14,1,0,1,1,0,0,4,2,0,1,1,1,1,0,0,0,0,1
427,MS,F,16,U,LE3,A,2,2,at_home,other,reputation,mother,2,4,0,no,no,no,yes,no,no,no,yes,1,2,1,1,1,1,4,10,9,11,1,0,0,0,1,3,4,1,0,1,1,1,0,1,1,1,0,1
428,MS,F,15,R,LE3,T,1,1,at_home,services,reputation,father,2,2,0,no,yes,no,no,yes,yes,yes,no,5,4,3,1,2,4,0,10,10,10,1,0,1,0,0,3,2,1,1,1,0,1,1,0,0,0,1,1
429,MS,F,15,R,LE3,T,1,1,other,services,course,mother,2,1,1,no,yes,no,no,yes,yes,yes,yes,4,4,3,1,2,2,4,6,7,8,1,0,1,0,0,4,2,2,0,1,0,1,1,0,0,0,0,1
430,MS,F,16,R,GT3,T,0,2,other,other,other,mother,2,1,0,no,yes,no,yes,yes,yes,no,no,3,2,3,1,2,2,0,12,11,12,1,0,1,1,0,4,4,3,0,1,0,1,0,0,0,1,1,1
431,MS,F,17,R,GT3,T,2,3,other,other,course,mother,2,1,0,no,yes,no,no,yes,yes,yes,no,5,5,5,1,3,3,2,10,11,12,1,0,1,1,0,4,4,2,0,1,0,1,1,0,0,0,1,1
432,MS,F,15,R,GT3,T,3,3,other,services,course,father,2,1,0,no,no,no,no,no,yes,yes,no,4,1,3,1,1,4,0,14,16,16,1,0,1,1,0,4,2,2,1,1,1,1,1,1,0,0,1,1
433,MS,M,16,U,GT3,T,1,1,at_home,services,home,mother,2,2,0,no,yes,no,yes,yes,yes,no,yes,5,4,5,4,5,3,0,7,0,0,1,1,0,1,0,3,2,0,0,1,0,1,0,0,0,1,0,1
434,MS,M,17,U,GT3,T,1,1,other,other,home,mother,1,2,0,no,no,yes,no,no,yes,yes,no,4,4,3,2,4,5,4,8,9,9,1,1,0,1,0,4,4,0,0,1,1,0,1,1,0,0,1,1
435,MS,M,15,R,LE3,T,4,1,health,services,reputation,father,1,2,0,no,yes,no,yes,yes,yes,yes,no,5,3,4,1,2,2,0,12,13,14,1,1,1,0,0,1,2,1,1,1,0,1,0,0,0,0,1,2
436,MS,M,16,R,GT3,T,3,4,other,health,other,mother,3,2,0,no,no,no,no,no,yes,no,no,3,4,5,1,2,5,4,9,10,11,1,1,1,1,0,4,1,3,0,1,1,1,1,1,0,1,1,1
437,MS,M,15,R,GT3,T,1,1,other,other,course,mother,4,2,0,no,yes,no,yes,yes,yes,no,yes,5,4,5,2,4,4,8,7,9,9,1,1,1,1,0,4,4,2,0,1,0,1,0,0,0,1,0,1
438,MS,M,15,U,LE3,T,3,3,at_home,at_home,reputation,father,1,2,0,no,yes,no,yes,yes,yes,yes,no,5,3,3,1,1,5,0,11,11,11,1,1,0,0,0,3,3,1,1,1,0,1,0,0,0,0,1,1
439,MS,M,17,R,GT3,T,2,1,other,other,other,mother,3,1,0,no,no,no,yes,yes,no,no,yes,5,5,5,5,5,3,8,8,10,9,1,1,1,1,0,4,4,3,0,1,1,1,0,0,1,1,0,1
440,MS,F,16,R,GT3,T,4,4,teacher,teacher,course,mother,2,3,0,no,no,no,yes,yes,yes,yes,yes,4,2,2,1,1,4,6,16,16,17,1,0,1,1,0,0,0,2,0,1,1,1,0,0,0,0,0,1
441,MS,F,15,R,GT3,T,1,2,other,services,course,mother,2,1,0,no,no,no,no,yes,yes,no,no,5,1,2,1,1,1,3,11,13,13,1,0,1,1,0,4,2,2,0,1,1,1,1,0,0,1,1,1
442,MS,F,16,R,GT3,T,2,3,other,services,course,mother,3,2,0,no,yes,no,no,yes,yes,yes,no,4,5,4,1,2,1,2,15,15,15,1,0,1,1,0,4,2,2,0,1,0,1,1,0,0,0,1,1
443,MS,M,16,R,GT3,T,1,2,other,other,course,father,2,2,0,no,no,no,no,yes,yes,no,no,4,3,3,1,1,5,0,10,11,11,1,1,1,1,0,4,4,2,1,1,1,1,1,0,0,1,1,1
444,MS,F,16,U,GT3,T,1,2,other,services,course,mother,1,3,1,no,yes,no,no,yes,yes,no,no,1,3,2,1,2,4,0,10,8,8,1,0,0,1,0,4,2,2,0,1,0,1,1,0,0,1,1,2
445,MS,F,15,U,GT3,T,2,1,at_home,other,home,mother,1,2,0,yes,yes,no,no,no,yes,yes,no,4,4,2,3,3,2,0,9,10,9,1,0,0,1,0,3,4,0,0,0,0,1,1,1,0,0,1,1
446,MS,F,16,U,GT3,T,1,1,at_home,other,course,father,1,2,0,no,yes,no,no,no,yes,no,yes,5,4,3,2,1,2,0,13,14,15,1,0,0,1,0,3,4,2,1,1,0,1,1,1,0,1,0,1
447,MS,M,17,R,LE3,T,1,2,at_home,services,reputation,mother,1,1,0,no,yes,no,yes,yes,yes,yes,no,5,5,5,5,5,3,4,10,11,11,1,1,1,0,0,3,2,1,0,1,0,1,0,0,0,0,1,1
448,MS,F,16,R,GT3,T,1,1,other,other,home,father,4,4,0,no,yes,no,no,no,yes,yes,no,4,3,2,1,1,1,0,13,10,13,1,0,1,1,0,4,4,0,1,1,0,1,1,1,0,0,1,1
449,MS,F,16,R,GT3,T,1,1,at_home,other,other,father,4,3,0,yes,yes,no,no,yes,yes,no,no,4,4,3,1,1,5,2,10,9,10,1,0,1,1,0,3,4,3,1,0,0,1,1,0,0,1,1,1
450,MS,F,15,R,GT3,T,1,1,at_home,other,home,father,2,2,0,no,yes,no,yes,yes,yes,yes,no,4,3,3,1,1,2,1,11,10,11,1,0,1,1,0,3,4,0,1,1,0,1,0,0,0,0,1,1
451,MS,F,16,R,GT3,T,1,1,at_home,other,other,mother,2,1,0,no,no,no,yes,yes,yes,yes,yes,4,2,2,4,3,2,0,13,12,14,1,0,1,1,0,3,4,3,0,1,1,1,0,0,0,0,0,1
452,MS,F,15,R,GT3,T,1,1,at_home,at_home,course,father,3,2,0,no,yes,no,no,yes,yes,no,no,4,2,1,1,2,2,0,13,14,14,1,0,1,1,0,3,3,2,1,1,0,1,1,0,0,1,1,1
453,MS,F,15,R,LE3,T,2,2,other,other,other,father,1,3,0,yes,yes,no,no,yes,yes,no,no,4,4,3,2,2,5,2,14,11,12,1,0,1,0,0,4,4,3,1,0,0,1,1,0,0,1,1,1
454,MS,M,16,R,GT3,T,1,1,at_home,other,other,father,2,1,0,no,no,no,yes,yes,yes,no,no,3,4,4,3,4,5,6,11,11,11,1,1,1,1,0,3,4,3,1,1,1,1,0,0,0,1,1,1
455,MS,F,18,U,GT3,T,1,2,other,other,course,father,1,2,1,no,yes,no,yes,yes,yes,yes,yes,3,4,4,2,3,5,9,9,8,8,1,0,0,1,0,4,4,2,1,1,0,1,0,0,0,0,0,1
456,MS,M,15,U,GT3,T,3,1,other,services,home,mother,2,1,0,no,yes,no,no,yes,yes,no,no,3,2,3,1,3,4,0,10,9,11,1,1,0,1,0,4,2,0,0,1,0,1,1,0,0,1,1,1
457,MS,F,16,R,GT3,T,2,2,other,services,course,father,3,2,0,no,yes,no,yes,yes,yes,yes,no,5,3,4,1,1,2,1,14,13,14,1,0,1,1,0,4,2,2,1,1,0,1,0,0,0,0,1,1
458,MS,M,15,U,GT3,T,2,2,health,other,reputation,mother,3,1,0,no,no,no,no,yes,yes,no,no,4,3,3,1,2,4,1,13,12,13,1,1,0,1,0,1,4,1,0,1,1,1,1,0,0,1,1,1
459,MS,M,16,U,GT3,T,4,4,other,teacher,course,father,1,2,0,no,yes,no,yes,yes,yes,no,yes,4,3,1,1,1,3,0,13,12,13,1,1,0,1,0,4,0,2,1,1,0,1,0,0,0,1,0,1
460,MS,F,15,R,GT3,T,3,3,services,other,reputation,mother,1,2,0,no,yes,no,no,yes,yes,yes,yes,4,5,4,1,1,1,4,13,12,12,1,0,1,1,0,2,4,1,0,1,0,1,1,0,0,0,0,1
461,MS,F,16,R,GT3,T,2,2,at_home,other,course,mother,2,2,1,no,yes,no,yes,no,yes,no,no,4,4,4,2,3,5,2,12,11,12,1,0,1,1,0,3,4,2,0,1,0,1,0,1,0,1,1,1
462,MS,F,16,R,LE3,T,2,2,other,other,home,father,3,1,0,no,yes,no,yes,yes,yes,no,yes,4,3,2,1,1,4,0,14,14,16,1,0,1,0,0,4,4,0,1,1,0,1,0,0,0,1,0,1
463,MS,M,16,U,LE3,T,2,1,at_home,services,course,mother,2,1,0,no,yes,no,yes,yes,yes,yes,no,2,4,3,2,3,4,4,10,8,10,1,1,0,0,0,3,2,2,0,1,0,1,0,0,0,0,1,1
464,MS,M,15,R,LE3,T,1,3,at_home,other,reputation,father,3,1,0,no,yes,no,yes,yes,yes,yes,no,4,2,4,3,5,3,2,10,11,11,1,1,1,0,0,3,4,1,1,1,0,1,0,0,0,0,1,1
465,MS,F,15,U,GT3,T,2,2,other,services,course,mother,2,3,0,no,yes,no,yes,yes,yes,no,no,5,3,2,1,1,4,0,12,13,14,1,0,0,1,0,4,2,2,0,1,0,1,0,0,0,1,1,1
466,MS,F,16,R,LE3,T,2,1,other,other,home,mother,1,1,0,no,yes,no,no,yes,yes,yes,yes,5,4,3,1,1,5,2,10,8,8,1,0,1,0,0,4,4,0,0,1,0,1,1,0,0,0,0,1
467,MS,M,15,U,GT3,T,3,3,services,services,course,father,2,1,0,no,yes,no,yes,no,yes,yes,no,4,3,3,2,4,3,11,12,10,11,1,1,0,1,0,2,2,2,1,1,0,1,0,1,0,0,1,1
468,MS,F,16,R,GT3,T,1,1,at_home,other,course,father,2,2,3,yes,yes,no,no,yes,yes,no,no,3,4,3,1,1,1,0,7,7,8,1,0,1,1,0,3,4,2,1,0,0,1,1,0,0,1,1,1
469,MS,F,17,U,GT3,T,2,2,other,at_home,course,mother,1,1,0,no,yes,no,yes,yes,no,no,no,4,5,3,1,1,5,4,9,9,10,1,0,0,1,0,4,3,2,0,1,0,1,0,0,1,1,1,1
470,MS,F,19,U,GT3,T,2,3,at_home,services,course,other,1,1,1,no,no,no,no,yes,no,yes,yes,4,4,4,1,1,2,0,9,9,10,1,0,0,1,0,3,2,2,2,1,1,1,1,0,1,0,0,1
471,MS,F,17,R,GT3,T,2,1,at_home,other,course,mother,3,1,0,no,yes,no,yes,yes,no,no,yes,5,5,3,1,1,3,2,9,10,11,1,0,1,1,0,3,4,2,0,1,0,1,0,0,1,1,0,1
472,MS,F,15,R,LE3,T,1,1,at_home,other,course,mother,2,1,0,no,yes,no,no,yes,no,no,yes,5,2,1,1,3,4,0,9,10,9,1,0,1,0,0,3,4,2,0,1,0,1,1,0,1,1,0,1
473,MS,F,16,U,LE3,A,2,2,other,other,home,mother,1,1,0,no,yes,no,no,yes,no,no,no,4,3,4,1,2,1,6,7,7,8,1,0,0,0,1,4,4,0,0,1,0,1,1,0,1,1,1,1
474,MS,F,17,R,GT3,T,2,2,at_home,other,course,mother,2,2,0,no,yes,no,no,yes,yes,yes,no,4,3,5,1,2,4,0,11,10,11,1,0,1,1,0,3,4,2,0,1,0,1,1,0,0,0,1,1
475,MS,F,16,U,GT3,T,2,2,other,services,course,father,1,1,1,no,yes,yes,yes,no,yes,yes,no,4,4,3,1,4,3,1,9,10,10,1,0,0,1,0,4,2,2,1,1,0,0,0,1,0,0,1,1
476,MS,F,18,R,LE3,A,3,2,other,other,course,other,2,3,2,no,yes,no,no,no,no,no,yes,3,3,2,1,1,2,6,7,9,10,1,0,1,0,1,4,4,2,2,1,0,1,1,1,1,1,0,1
477,MS,F,19,U,GT3,T,1,1,at_home,services,course,mother,1,3,1,no,no,no,yes,yes,no,no,yes,5,3,1,1,1,3,6,7,9,9,1,0,0,1,0,3,2,2,0,1,1,1,0,0,1,1,0,1
478,MS,M,18,R,GT3,T,1,1,other,other,home,mother,2,1,1,no,no,no,yes,yes,no,yes,no,4,4,3,3,4,4,0,8,9,10,1,1,1,1,0,4,4,0,0,1,1,1,0,0,1,0,1,1
479,MS,F,18,R,GT3,T,1,1,at_home,at_home,course,mother,2,1,1,no,no,no,no,no,no,yes,yes,3,2,3,1,1,2,4,9,11,10,1,0,1,1,0,3,3,2,0,1,1,1,1,1,1,0,0,1
480,MS,F,19,U,GT3,T,1,1,other,other,course,other,2,2,1,no,yes,no,no,yes,yes,yes,yes,1,1,4,4,1,1,12,7,8,9,1,0,0,1,0,4,4,2,2,1,0,1,1,0,0,0,0,1
481,MS,F,16,R,GT3,A,2,2,health,other,course,mother,1,2,0,no,no,no,no,no,yes,no,yes,3,3,2,1,1,3,2,8,10,10,1,0,1,1,1,1,4,2,0,1,1,1,1,1,0,1,0,1
482,MS,F,17,U,GT3,T,0,1,other,at_home,course,father,2,1,0,no,no,no,yes,no,yes,no,no,2,4,4,3,5,5,5,9,9,10,1,0,0,1,0,4,3,2,1,1,1,1,0,1,0,1,1,1
